,CASENO,OFFENSE,CVLEGEND,BLKADDR,City,State,Day,Lat,Lon,timestamp,RATING
487,17055766,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,3200 ADELINE ST,Berkeley,CA,Friday,37.850345,-122.270911,2017-09-15 22:10:00,1
490,17062655,ASSAULT/BATTERY FEL.,ASSAULT,1300 HEARST AVE,Berkeley,CA,Monday,37.871317,-122.286575,2017-10-16 08:28:00,5
491,17060436,ROBBERY,ROBBERY,1000 GILMAN ST,Berkeley,CA,Friday,37.88015,-122.297446,2017-10-06 07:37:00,3
493,17047417,ASSAULT/BATTERY FEL.,ASSAULT,2300 TELEGRAPH AVE,Berkeley,CA,Sunday,37.868714,-122.259189,2017-08-13 01:10:00,5
497,17052378,THEFT FELONY (OVER $950),LARCENY,1200 FIFTH ST,Berkeley,CA,Saturday,37.880786,-122.303067,2017-09-02 13:05:00,3
499,17075051,ASSAULT/BATTERY MISD.,ASSAULT,800 COLUSA AVE,Berkeley,CA,Sunday,37.893696,-122.281105,2017-12-10 12:00:00,4
502,18004846,DISTURBANCE,DISORDERLY CONDUCT,3300 ADELINE ST,Berkeley,CA,Wednesday,37.84827,-122.271788,2017-12-13 12:00:00,3
503,17059818,THEFT FELONY (OVER $950),LARCENY,700 HEARST AVE,Berkeley,CA,Monday,37.868663,-122.301325,2017-10-02 02:32:00,3
504,17064982,DISTURBANCE,DISORDERLY CONDUCT,2000 SECOND ST,Berkeley,CA,Wednesday,37.866981,-122.302083,2017-10-25 20:45:00,3
507,17072226,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,UNIVERSITY AVENUE & MCGEE AVE,Berkeley,CA,Tuesday,37.871033,-122.277532,2017-11-28 02:03:00,1
511,17051093,THEFT FELONY (OVER $950),LARCENY,2800 SHATTUCK AVE,Berkeley,CA,Friday,37.858525,-122.266906,2017-08-25 12:00:00,3
518,17092434,THEFT FELONY (OVER $950),LARCENY,1600 UNIVERSITY AVE,Berkeley,CA,Sunday,37.870652,-122.27958,2017-12-03 13:30:00,3
520,17053303,GUN/WEAPON,WEAPONS OFFENSE,DURANT AVENUE & FULTON ST,Berkeley,CA,Wednesday,37.866935,-122.265772,2017-09-06 12:49:00,5
523,17068906,ARSON,ARSON,PAGE STREET & SECOND ST,Berkeley,CA,Sunday,37.875531,-122.304855,2017-11-12 02:47:00,5
525,17055810,DISTURBANCE,DISORDERLY CONDUCT,SHATTUCK AVENUE & ALLSTON WAY,Berkeley,CA,Saturday,37.86939,-122.267883,2017-09-16 00:55:00,3
527,17065925,DISTURBANCE,DISORDERLY CONDUCT,1600 WARD ST,Berkeley,CA,Sunday,37.858132,-122.277595,2017-10-29 17:40:00,3
540,17078817,ROBBERY,ROBBERY,2000 ALLSTON WAY,Berkeley,CA,Saturday,37.869096,-122.270137,2017-12-30 03:55:00,3
544,17059514,ROBBERY,ROBBERY,1700 VIRGINIA ST,Berkeley,CA,Monday,37.875426,-122.278057,2017-10-02 01:15:00,3
548,17055498,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2000 DWIGHT WAY,Berkeley,CA,Thursday,37.863679,-122.26963,2017-09-14 22:21:00,1
549,17072872,ROBBERY,ROBBERY,2000 SACRAMENTO ST,Berkeley,CA,Thursday,37.870337,-122.282043,2017-11-30 20:00:00,3
552,17055613,THEFT FROM AUTO,LARCENY - FROM VEHICLE,3100 CALIFORNIA ST,Berkeley,CA,Wednesday,37.851699,-122.276546,2017-09-13 16:30:00,4
559,17049450,ASSAULT/BATTERY MISD.,ASSAULT,2000 UNIVERSITY AVE,Berkeley,CA,Monday,37.871828,-122.270516,2017-08-21 20:25:00,4
561,17072679,DISTURBANCE,DISORDERLY CONDUCT,100 FAIRLAWN DR,Berkeley,CA,Wednesday,37.886423,-122.251919,2017-11-29 10:36:00,3
564,17069746,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1900 SHATTUCK AVE,Berkeley,CA,Thursday,37.873687,-122.268616,2017-11-16 03:04:00,1
567,18004156,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,FIFTH STREET & GILMAN ST,Berkeley,CA,Sunday,37.879129,-122.302478,2018-01-21 01:14:00,1
569,17052296,DISTURBANCE,DISORDERLY CONDUCT,2400 ASHBY AVE,Berkeley,CA,Saturday,37.856111,-122.260248,2017-09-02 01:55:00,3
570,17047569,ROBBERY,ROBBERY,1300 UNIVERSITY AVE,Berkeley,CA,Sunday,37.869764,-122.28655,2017-08-13 22:10:00,3
573,17052565,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,UNIVERSITY AVENUE & ACTON ST,Berkeley,CA,Sunday,37.870054,-122.284263,2017-09-03 01:10:00,1
578,17053657,ASSAULT/BATTERY FEL.,ASSAULT,800 DELAWARE ST,Berkeley,CA,Thursday,37.870393,-122.299532,2017-09-07 15:27:00,5
580,18007595,ASSAULT/BATTERY MISD.,ASSAULT,2400 ASHBY AVE,Berkeley,CA,Tuesday,37.856111,-122.260248,2018-02-06 17:40:00,4
584,17066125,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,TELEGRAPH AVENUE & WEBSTER ST,Berkeley,CA,Monday,37.855199,-122.259768,2017-10-30 20:42:00,1
586,17073694,THEFT FELONY (OVER $950),LARCENY,1600 DWIGHT WAY,Berkeley,CA,Saturday,37.862516,-122.27853,2017-12-02 17:00:00,3
587,18001747,ROBBERY,ROBBERY,BROWNING STREET & ADDISON ST,Berkeley,CA,Tuesday,37.868616,-122.288365,2018-01-09 20:00:00,3
589,17050222,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2500 DURANT AVE,Berkeley,CA,Friday,37.867852,-122.258699,2017-08-25 01:43:00,1
594,17078054,SEXUAL ASSAULT MISD.,SEX CRIME,SHATTUCK AVENUE & CENTER ST,Berkeley,CA,Tuesday,37.870308,-122.26805,2017-12-26 09:15:00,4
596,17055020,THEFT FELONY (OVER $950),LARCENY,2200 RUSSELL ST,Berkeley,CA,Tuesday,37.857099,-122.263785,2017-09-12 07:30:00,3
597,18003944,DISTURBANCE,DISORDERLY CONDUCT,1100 CARLETON ST,Berkeley,CA,Saturday,37.858518,-122.288665,2018-01-20 01:56:00,3
598,17051884,ASSAULT/BATTERY MISD.,ASSAULT,1900 SHATTUCK AVE,Berkeley,CA,Thursday,37.873687,-122.268616,2017-08-31 17:15:00,4
600,17071229,MISSING ADULT,MISSING PERSON,2800 ADELINE ST,Berkeley,CA,Wednesday,37.858079,-122.268016,2017-11-22 17:49:00,4
603,17076718,THEFT FROM AUTO,LARCENY - FROM VEHICLE,600 SPRUCE ST,Berkeley,CA,Saturday,37.899602,-122.271102,2017-12-16 21:30:00,4
607,17092415,THEFT FROM AUTO,LARCENY - FROM VEHICLE,500 VINCENTE AVE,Berkeley,CA,Tuesday,37.899278,-122.283222,2017-12-05 09:15:00,4
608,17074259,DISTURBANCE,DISORDERLY CONDUCT,FOURTH STREET & HEARST AVE,Berkeley,CA,Thursday,37.868878,-122.300284,2017-12-07 09:50:00,3
609,17065023,DISTURBANCE,DISORDERLY CONDUCT,1900 CENTER ST,Berkeley,CA,Wednesday,37.869685,-122.272804,2017-10-25 23:23:00,3
610,17048398,ASSAULT/BATTERY MISD.,ASSAULT,1900 BONITA AVE,Berkeley,CA,Thursday,37.873454,-122.27209,2017-08-17 15:06:00,4
612,17059831,ASSAULT/BATTERY MISD.,ASSAULT,1900 ALLSTON WAY,Berkeley,CA,Tuesday,37.868785,-122.272701,2017-10-03 12:24:00,4
614,17047577,DISTURBANCE,DISORDERLY CONDUCT,1500 SIXTH ST,Berkeley,CA,Sunday,37.875098,-122.299967,2017-08-13 21:00:00,3
620,17052410,THEFT FELONY (OVER $950),LARCENY,1900 FOURTH ST,Berkeley,CA,Saturday,37.868281,-122.300102,2017-09-02 15:21:00,3
621,17072001,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2100 ADDISON ST,Berkeley,CA,Monday,37.871323,-122.267222,2017-11-27 02:19:00,1
627,17078358,ASSAULT/BATTERY MISD.,ASSAULT,3100 SHATTUCK AVE,Berkeley,CA,Wednesday,37.852956,-122.266195,2017-12-27 23:00:00,4
629,18006340,DISTURBANCE,DISORDERLY CONDUCT,TELEGRAPH AVENUE & DURANT AVE,Berkeley,CA,Thursday,37.867816,-122.258994,2018-02-01 04:54:00,3
630,17056487,THEFT FROM AUTO,LARCENY - FROM VEHICLE,700 PAGE ST,Berkeley,CA,Monday,37.875826,-122.303426,2017-09-18 21:00:00,4
635,18005775,ASSAULT/BATTERY MISD.,ASSAULT,2100 VINE ST,Berkeley,CA,Monday,37.880266,-122.269032,2018-01-29 07:12:00,4
636,17069227,DISTURBANCE,DISORDERLY CONDUCT,100 HILL RD,Berkeley,CA,Wednesday,37.888241,-122.250875,2017-11-01 08:00:00,3
640,18004266,ROBBERY,ROBBERY,3000 TELEGRAPH AVE,Berkeley,CA,Sunday,37.855435,-122.259841,2018-01-21 16:00:00,3
653,17059055,DISTURBANCE,DISORDERLY CONDUCT,2300 PIEDMONT AVE,Berkeley,CA,Thursday,37.869839,-122.252365,2017-09-21 00:00:00,3
657,17051178,ASSAULT/BATTERY FEL.,ASSAULT,2500 DURANT AVE,Berkeley,CA,Monday,37.867852,-122.258699,2017-08-28 23:15:00,5
658,17050817,DISTURBANCE,DISORDERLY CONDUCT,ALLSTON WAY & MILVIA ST,Berkeley,CA,Sunday,37.869057,-122.270463,2017-08-27 12:15:00,3
660,17069701,ROBBERY,ROBBERY,2600 TELEGRAPH AVE,Berkeley,CA,Wednesday,37.862927,-122.258784,2017-11-15 20:40:00,3
661,17059563,DISTURBANCE,DISORDERLY CONDUCT,1200 VIRGINIA ST,Berkeley,CA,Monday,37.873941,-122.289764,2017-10-02 09:50:00,3
663,18000139,ARSON,ARSON,3100 ELLIS ST,Berkeley,CA,Monday,37.852066,-122.272994,2018-01-01 20:30:00,5
670,17054346,ROBBERY,ROBBERY,2200 SHATTUCK AVE,Berkeley,CA,Saturday,37.869363,-122.268028,2017-09-09 23:55:00,3
675,17075521,BRANDISHING,WEAPONS OFFENSE,2900 PIEDMONT AVE,Berkeley,CA,Wednesday,37.858628,-122.250783,2017-12-13 07:27:00,5
676,17071471,SEXUAL ASSAULT FEL.,SEX CRIME,1800 UNIVERSITY AVE,Berkeley,CA,Thursday,37.871246,-122.274991,2017-11-23 22:00:00,5
681,18005551,ROBBERY,ROBBERY,ALCATRAZ AVENUE & ADELINE ST,Berkeley,CA,Saturday,37.848724,-122.271528,2018-01-27 21:35:00,3
682,18007338,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1300 PARKER ST,Berkeley,CA,Monday,37.859906,-122.284931,2018-01-22 08:00:00,4
684,17048355,DISTURBANCE,DISORDERLY CONDUCT,2000 DWIGHT WAY,Berkeley,CA,Tuesday,37.863679,-122.26963,2017-08-15 12:00:00,3
685,17051947,DISTURBANCE,DISORDERLY CONDUCT,1900 SHATTUCK AVE,Berkeley,CA,Thursday,37.873687,-122.268616,2017-08-31 22:10:00,3
688,17067782,ROBBERY,ROBBERY,2600 HASTE ST,Berkeley,CA,Tuesday,37.866311,-122.256361,2017-11-07 09:37:00,3
690,17076301,THEFT FELONY (OVER $950),LARCENY,2300 DURANT AVE,Berkeley,CA,Saturday,37.867259,-122.26324,2017-12-16 01:00:00,3
692,17059907,ROBBERY,ROBBERY,3200 SACRAMENTO ST,Berkeley,CA,Tuesday,37.849431,-122.278174,2017-10-03 20:25:00,3
693,17092576,THEFT FELONY (OVER $950),LARCENY,2199 BANCROFT WAY,Berkeley,CA,Wednesday,37.867822,-122.266003,2017-12-06 22:30:00,3
695,17069656,THEFT FELONY (OVER $950),LARCENY,2100 UNIVERSITY AVE,Berkeley,CA,Wednesday,37.872175,-122.267835,2017-11-15 16:11:00,3
701,17061575,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1700 SPRUCE ST,Berkeley,CA,Sunday,37.876963,-122.265591,2017-09-10 07:00:00,4
704,17055981,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,VIRGINIA STREET & TENTH ST,Berkeley,CA,Saturday,37.873207,-122.294711,2017-09-16 18:44:00,1
712,18000995,MISSING ADULT,MISSING PERSON,1400 ALCATRAZ AVE,Berkeley,CA,Friday,37.847682,-122.279381,2018-01-05 16:30:00,4
717,18003625,ROBBERY,ROBBERY,2600 TELEGRAPH AVE,Berkeley,CA,Thursday,37.862927,-122.258784,2018-01-18 15:55:00,3
720,17067269,ROBBERY,ROBBERY,2100 SAN PABLO AVE,Berkeley,CA,Saturday,37.867533,-122.291719,2017-11-04 19:17:00,3
726,18003007,DISTURBANCE,DISORDERLY CONDUCT,1900 HEARST AVE,Berkeley,CA,Tuesday,37.873327,-122.273214,2018-01-16 04:03:00,3
727,17053933,ASSAULT/BATTERY MISD.,ASSAULT,ADELINE STREET & OREGON ST,Berkeley,CA,Friday,37.857437,-122.268263,2017-09-08 14:30:00,4
730,17074265,ROBBERY,ROBBERY,3000 TELEGRAPH AVE,Berkeley,CA,Thursday,37.855435,-122.259841,2017-12-07 10:29:00,3
740,17054567,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2500 DURANT AVE,Berkeley,CA,Monday,37.867852,-122.258699,2017-09-11 00:54:00,1
741,17091681,THEFT FELONY (OVER $950),LARCENY,1900 OXFORD ST,Berkeley,CA,Wednesday,37.873885,-122.266332,2017-08-23 17:55:00,3
744,17058103,DISTURBANCE,DISORDERLY CONDUCT,1600 WARD ST,Berkeley,CA,Monday,37.858132,-122.277595,2017-09-25 16:36:00,3
748,17058336,THEFT FELONY (OVER $950),LARCENY,2300 DURANT AVE,Berkeley,CA,Tuesday,37.867259,-122.26324,2017-09-26 18:00:00,3
749,17074372,THEFT FELONY (OVER $950),LARCENY,2000 MILVIA ST,Berkeley,CA,Wednesday,37.871461,-122.270706,2017-12-06 11:00:00,3
754,17060087,DISTURBANCE,DISORDERLY CONDUCT,2900 OTIS ST,Berkeley,CA,Wednesday,37.856134,-122.270198,2017-10-04 16:00:00,3
755,17056472,DISTURBANCE,DISORDERLY CONDUCT,SAN PABLO AVENUE & UNIVERSITY AVE,Berkeley,CA,Tuesday,37.869041,-122.292204,2017-09-19 03:24:00,3
756,18001940,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2900 SACRAMENTO ST,Berkeley,CA,Tuesday,37.8549,-122.27945,2018-01-09 08:00:00,4
757,17069354,BRANDISHING,WEAPONS OFFENSE,MARINA BOULEVARD & UNIVERSITY AVE,Berkeley,CA,Tuesday,37.865222,-122.31116,2017-11-14 06:45:00,5
767,17055916,ASSAULT/BATTERY MISD.,ASSAULT,1500 SHATTUCK AVE,Berkeley,CA,Saturday,37.880227,-122.26936,2017-09-16 14:34:00,4
770,17055249,ASSAULT/BATTERY MISD.,ASSAULT,2700 MILVIA ST,Berkeley,CA,Wednesday,37.860225,-122.269453,2017-09-13 19:05:00,4
771,17058862,DISTURBANCE,DISORDERLY CONDUCT,1400 SEVENTH ST,Berkeley,CA,Friday,37.87783,-122.299723,2017-09-29 08:00:00,3
779,17060214,MISSING ADULT,MISSING PERSON,ASHBY AVENUE & SEVENTH ST,Berkeley,CA,Tuesday,37.851017,-122.291088,2017-10-03 15:00:00,4
790,17060435,DISTURBANCE,DISORDERLY CONDUCT,1900 ADDISON ST,Berkeley,CA,Tuesday,37.870639,-122.272468,2017-09-26 00:00:00,3
791,18004466,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1100 EASTSHORE HWY,Berkeley,CA,Thursday,37.885683,-122.308114,2018-01-18 20:00:00,4
794,17055128,DISTURBANCE,DISORDERLY CONDUCT,1200 ASHBY AVE,Berkeley,CA,Wednesday,37.852211,-122.286336,2017-09-13 09:13:00,3
795,17053723,BRANDISHING,WEAPONS OFFENSE,2000 SHATTUCK AVE,Berkeley,CA,Thursday,37.8719,-122.268389,2017-09-07 20:15:00,5
799,17061820,THEFT FROM PERSON,LARCENY,2200 SHATTUCK AVE,Berkeley,CA,Thursday,37.869363,-122.268028,2017-10-12 19:50:00,5
804,18006541,ASSAULT/BATTERY MISD.,ASSAULT,2400 DURANT AVE,Berkeley,CA,Friday,37.867513,-122.26127,2018-02-02 01:30:00,4
807,17056063,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2500 DURANT AVE,Berkeley,CA,Sunday,37.867852,-122.258699,2017-09-17 02:01:00,1
811,17092013,THEFT FELONY (OVER $950),LARCENY,CURTIS STREET & UNIVERSITY AVE,Berkeley,CA,Wednesday,37.869488,-122.289522,2017-10-04 14:15:00,3
817,18000051,ASSAULT/BATTERY MISD.,ASSAULT,TELEGRAPH AVENUE & BLAKE ST,Berkeley,CA,Sunday,37.864173,-122.258616,2017-12-31 23:00:00,4
823,17048769,ASSAULT/BATTERY FEL.,ASSAULT,3000 SHATTUCK AVE,Berkeley,CA,Saturday,37.855026,-122.266475,2017-08-19 05:20:00,5
824,18002645,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2800 CALIFORNIA ST,Berkeley,CA,Thursday,37.857216,-122.277614,2018-01-11 12:00:00,4
831,17069575,ASSAULT/BATTERY MISD.,ASSAULT,2300 PRINCE ST,Berkeley,CA,Wednesday,37.853683,-122.261744,2017-11-15 10:40:00,4
837,17075473,THEFT FELONY (OVER $950),LARCENY,1900 SHATTUCK AVE,Berkeley,CA,Tuesday,37.873687,-122.268616,2017-12-12 21:24:00,3
840,17053478,MUNICIPAL CODE,ALL OTHER OFFENSES,2500 DURANT AVE,Berkeley,CA,Thursday,37.867852,-122.258699,2017-09-07 00:57:00,1
843,17070562,DISTURBANCE,DISORDERLY CONDUCT,2300 PRINCE ST,Berkeley,CA,Sunday,37.853683,-122.261744,2017-11-19 21:23:00,3
847,18005429,ASSAULT/BATTERY MISD.,ASSAULT,1500 STUART ST,Berkeley,CA,Saturday,37.856968,-122.279544,2018-01-27 08:25:00,4
850,17066087,THEFT FELONY (OVER $950),LARCENY,1400 EASTSHORE HWY,Berkeley,CA,Tuesday,37.876085,-122.306138,2017-09-05 08:00:00,3
855,17061865,ROBBERY,ROBBERY,BENVENUE AVENUE & STUART ST,Berkeley,CA,Thursday,37.859918,-122.254574,2017-10-12 23:50:00,3
863,17091863,THEFT FELONY (OVER $950),LARCENY,2614 ACTON ST,Berkeley,CA,Sunday,37.859804,-122.282772,2017-09-17 14:00:00,3
866,17072179,THEFT FELONY (OVER $950),LARCENY,2300 PIEDMONT AVE,Berkeley,CA,Tuesday,37.869839,-122.252365,2017-11-14 17:00:00,3
871,17068569,THEFT FROM PERSON,LARCENY,UNIVERSITY AVENUE & SHATTUCK AVE,Berkeley,CA,Friday,37.872185,-122.268407,2017-11-10 17:10:00,5
875,17065397,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,SAN PABLO AVENUE & GILMAN ST,Berkeley,CA,Friday,37.880468,-122.295876,2017-10-27 16:39:00,1
880,17053932,THEFT FELONY (OVER $950),LARCENY,2400 SHATTUCK AVE,Berkeley,CA,Friday,37.865772,-122.267643,2017-09-08 11:00:00,3
882,17049184,DISTURBANCE,DISORDERLY CONDUCT,1100 UNIVERSITY AVE,Berkeley,CA,Sunday,37.869067,-122.292043,2017-08-20 19:50:00,3
888,18004539,THEFT FROM AUTO,LARCENY - FROM VEHICLE,BONITA AVENUE & DELAWARE ST,Berkeley,CA,Monday,37.874351,-122.272197,2018-01-22 18:30:00,4
895,17092324,THEFT FELONY (OVER $950),LARCENY,2300 WARD ST,Berkeley,CA,Tuesday,37.860105,-122.261901,2017-11-14 13:00:00,3
897,17068461,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,ADELINE STREET & FAIRVIEW ST,Berkeley,CA,Friday,37.850681,-122.270619,2017-11-10 02:06:00,1
898,18006471,DISTURBANCE,DISORDERLY CONDUCT,1700 UNIVERSITY AVE,Berkeley,CA,Thursday,37.870948,-122.27733,2018-02-01 17:50:00,3
900,17062584,ARSON,ARSON,1300 SAN PABLO AVE,Berkeley,CA,Sunday,37.880262,-122.295809,2017-10-15 21:52:00,5
901,17053645,ASSAULT/BATTERY MISD.,ASSAULT,1100 CARRISON ST,Berkeley,CA,Friday,37.851339,-122.286349,2017-09-01 18:30:00,4
907,17061864,ROBBERY,ROBBERY,BLAKE STREET & DANA ST,Berkeley,CA,Thursday,37.863963,-122.260546,2017-10-12 23:29:00,3
909,18002230,THEFT FELONY (OVER $950),LARCENY,1900 HASTE ST,Berkeley,CA,Friday,37.864258,-122.272202,2018-01-12 09:30:00,3
913,17078576,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1800 SHATTUCK AVE,Berkeley,CA,Thursday,37.874781,-122.268758,2017-12-28 22:38:00,1
916,18000152,ROBBERY,ROBBERY,1600 SHATTUCK AVE,Berkeley,CA,Monday,37.878112,-122.269114,2018-01-01 21:40:00,3
918,17058143,ROBBERY,ROBBERY,1400 BONITA AVE,Berkeley,CA,Tuesday,37.881433,-122.272921,2017-09-26 07:19:00,3
924,17068989,MISSING JUVENILE,MISSING PERSON,900 UNIVERSITY AVE,Berkeley,CA,Sunday,37.868273,-122.295963,2017-11-12 13:10:00,4
925,17054831,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,ALLSTON WAY & SAN PABLO AVE,Berkeley,CA,Tuesday,37.866361,-122.291341,2017-09-12 01:20:00,1
934,18004440,ASSAULT/BATTERY MISD.,ASSAULT,2700 SACRAMENTO ST,Berkeley,CA,Sunday,37.858433,-122.280183,2018-01-21 23:30:00,4
936,18003025,ASSAULT/BATTERY MISD.,ASSAULT,1900 HEARST AVE,Berkeley,CA,Tuesday,37.873327,-122.273214,2018-01-16 07:58:00,4
937,17049351,DISTURBANCE,DISORDERLY CONDUCT,1800 EUCLID AVE,Berkeley,CA,Sunday,37.876045,-122.260336,2017-08-20 20:00:00,3
939,18007578,ASSAULT/BATTERY MISD.,ASSAULT,100 BERKELEY SQ,Berkeley,CA,Tuesday,37.871171,-122.267718,2018-02-06 16:17:00,4
941,17059798,THEFT FROM AUTO,LARCENY - FROM VEHICLE,VIRGINIA STREET & OXFORD ST,Berkeley,CA,Wednesday,37.876881,-122.266666,2017-09-27 12:00:00,4
942,17065643,ROBBERY,ROBBERY,1800 UNIVERSITY AVE,Berkeley,CA,Saturday,37.871246,-122.274991,2017-10-28 13:34:00,3
943,17063200,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1900 SAN PABLO AVE,Berkeley,CA,Thursday,37.870236,-122.292591,2017-09-21 11:00:00,4
944,17053428,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,3100 COLLEGE AVE,Berkeley,CA,Wednesday,37.853665,-122.252715,2017-09-06 20:05:00,1
949,17092266,THEFT FELONY (OVER $950),LARCENY,2100 SHATTUCK AVE,Berkeley,CA,Thursday,37.871167,-122.268285,2017-11-09 16:00:00,3
953,17070979,SEXUAL ASSAULT FEL.,SEX CRIME,RIDGE ROAD & EUCLID AVE,Berkeley,CA,Friday,37.876045,-122.260336,2017-11-17 22:00:00,5
956,17078282,ASSAULT/BATTERY MISD.,ASSAULT,EIGHTH STREET & DELAWARE ST,Berkeley,CA,Wednesday,37.871013,-122.296366,2017-12-27 15:15:00,4
958,17068417,ROBBERY,ROBBERY,2100 SHATTUCK AVE,Berkeley,CA,Thursday,37.871167,-122.268285,2017-11-09 22:37:00,3
963,17060051,ARSON,ARSON,2000 BONAR ST,Berkeley,CA,Wednesday,37.869642,-122.287492,2017-10-04 13:09:00,5
965,17066585,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2500 SAN PABLO AVE,Berkeley,CA,Wednesday,37.861078,-122.289632,2017-11-01 17:00:00,4
973,18005078,DISTURBANCE,DISORDERLY CONDUCT,2500 TELEGRAPH AVE,Berkeley,CA,Thursday,37.865009,-122.258767,2018-01-25 17:05:00,3
974,18003032,DISTURBANCE,DISORDERLY CONDUCT,1000 PARDEE ST,Berkeley,CA,Sunday,37.856705,-122.290315,2018-01-14 08:59:00,3
983,17052002,DISTURBANCE,DISORDERLY CONDUCT,CENTER STREET & OXFORD ST,Berkeley,CA,Friday,37.870583,-122.265956,2017-09-01 04:45:00,3
985,17092102,THEFT FELONY (OVER $950),LARCENY,2500 DANA ST,Berkeley,CA,Thursday,37.864701,-122.260693,2017-10-19 09:00:00,3
991,17049836,ASSAULT/BATTERY MISD.,ASSAULT,1300 ADDISON ST,Berkeley,CA,Wednesday,37.868913,-122.28608,2017-08-23 12:48:00,4
994,18001707,ASSAULT/BATTERY MISD.,ASSAULT,CHANNING WAY & MILVIA ST,Berkeley,CA,Tuesday,37.865466,-122.27005,2018-01-09 15:15:00,4
997,17056806,MISSING ADULT,MISSING PERSON,1700 SPRUCE ST,Berkeley,CA,Wednesday,37.876963,-122.265591,2017-09-20 12:55:00,4
999,17076190,THEFT FELONY (OVER $950),LARCENY,TELEGRAPH AVENUE & DURANT AVE,Berkeley,CA,Saturday,37.867816,-122.258994,2017-12-16 01:00:00,3
1000,18004107,SEXUAL ASSAULT FEL.,SEX CRIME,2500 DURANT AVE,Berkeley,CA,Friday,37.867852,-122.258699,2018-01-19 22:30:00,5
1001,17066236,MISSING JUVENILE,MISSING PERSON,1700 OREGON ST,Berkeley,CA,Friday,37.856595,-122.275065,2017-10-27 14:50:00,4
1002,17073178,DISTURBANCE,DISORDERLY CONDUCT,1900 CENTER ST,Berkeley,CA,Saturday,37.869685,-122.272804,2017-12-02 09:00:00,3
1003,17071206,BRANDISHING,WEAPONS OFFENSE,1600 SAN PABLO AVE,Berkeley,CA,Wednesday,37.875189,-122.294176,2017-11-22 16:26:00,5
1005,17073793,DISTURBANCE,DISORDERLY CONDUCT,1900 SHATTUCK AVE,Berkeley,CA,Monday,37.873687,-122.268616,2017-12-04 22:41:00,3
1012,18007064,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,ALCATRAZ AVENUE & BAKER ST,Berkeley,CA,Sunday,37.84766,-122.279559,2018-02-04 00:45:00,1
1020,17052146,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2900 SHATTUCK AVE,Berkeley,CA,Friday,37.855523,-122.266529,2017-09-01 13:50:00,4
1030,18003144,DISTURBANCE,DISORDERLY CONDUCT,2300 TELEGRAPH AVE,Berkeley,CA,Tuesday,37.868714,-122.259189,2018-01-16 16:00:00,3
1036,18003648,ASSAULT/BATTERY MISD.,ASSAULT,1300 UNIVERSITY AVE,Berkeley,CA,Thursday,37.869764,-122.28655,2018-01-18 00:00:00,4
1037,17064186,DISTURBANCE,DISORDERLY CONDUCT,2100 FOURTH ST,Berkeley,CA,Sunday,37.866253,-122.299483,2017-10-22 10:40:00,3
1044,17078749,DISTURBANCE,DISORDERLY CONDUCT,TELEGRAPH AVENUE & DURANT AVE,Berkeley,CA,Friday,37.867816,-122.258994,2017-12-29 18:45:00,3
1045,17066929,ASSAULT/BATTERY MISD.,ASSAULT,SHATTUCK AVENUE & CENTER ST,Berkeley,CA,Friday,37.870308,-122.26805,2017-11-03 12:09:00,4
1046,17063317,DISTURBANCE,DISORDERLY CONDUCT,1000 ADDISON ST,Berkeley,CA,Thursday,37.867383,-122.293938,2017-10-19 01:00:00,3
1048,17069047,ROBBERY,ROBBERY,HEARST AVENUE & SCENIC AVE,Berkeley,CA,Sunday,37.874845,-122.262142,2017-11-12 20:37:00,3
1062,18090254,THEFT FELONY (OVER $950),LARCENY,3000 HILLEGASS AVE,Berkeley,CA,Friday,37.855651,-122.255006,2018-01-26 17:30:00,3
1063,18003236,ROBBERY,ROBBERY,DWIGHT WAY & FULTON ST,Berkeley,CA,Wednesday,37.864238,-122.265263,2018-01-17 00:05:00,3
